file,row_idx,model,style,qhash,dataset,position,perturbation,typo10,target,answer,correct_col,regrade_scorer,error_type,recovery_behavior,is_kept_after_dedupe,cont_ok,ack_t1e,ack_t2
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,91,gpt-4-0314,sbs,895e01b8a11e,asdiv,calc,add101,0,102.0,102.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,92,gpt-4-0314,sbs,8d2e6a84df2b,asdiv,calc,add101,0,1.0,1.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,93,gpt-4-0314,sbs,ed7a732797fb,asdiv,calc,add101,0,2.0,2 capes left.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,94,gpt-4-0314,sbs,6acda048faae,asdiv,calc,add101,0,3.0,3 candy boxes left.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,95,gpt-4-0314,sbs,602531d8e5e9,asdiv,calc,add101,0,33.0,33.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,96,gpt-4-0314,sbs,6f10392a5208,asdiv,calc,add101,0,83.0,83.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,97,gpt-4-0314,sbs,d5716cd16ba0,asdiv,calc,add101,0,43.0,43.,True,True,calculation,explicitly identifies error,1,1,1,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,98,gpt-4-0314,sbs,6268b497f063,asdiv,calc,add101,0,25.0,25.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,99,gpt-4-0314,sbs,289ce1ad1bca,asdiv,calc,add101,0,10.0,10 emails.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,100,gpt-4-0314,sbs,83756b25f7cf,asdiv,calc,add101,0,11.0,11.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,101,gpt-4-0314,sbs,43a612732e1f,asdiv,calc,add101,0,8.0,8 pounds.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,102,gpt-4-0314,sbs,31af4ffb4725,asdiv,calc,add101,0,76.0,76.,True,True,calculation,explicitly identifies error,1,1,1,1
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,103,gpt-4-0314,sbs,fce78466fed0,asdiv,calc,add101,0,83.0,83.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,104,gpt-4-0314,sbs,8f5613084fc9,asdiv,calc,add101,0,93.0,93.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,105,gpt-4-0314,sbs,283a7d7647c4,asdiv,calc,add101,0,99.0,99.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,106,gpt-4-0314,sbs,392d96c9cd96,asdiv,calc,add101,0,8.0,8.,True,True,calculation,complete hallucination,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,107,gpt-4-0314,sbs,76970a58cb38,asdiv,calc,add101,0,6.0,6 strawberries for each girl.,True,True,calculation,complete hallucination,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,108,gpt-4-0314,sbs,1b10ca5c98b2,asdiv,calc,add101,0,3.0,3 trees per boy with 2 trees remaining.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,109,gpt-4-0314,sbs,8b7dddd6a175,asdiv,calc,add101,0,4.0,4.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,110,gpt-4-0314,sbs,f5541690e1b1,asdiv,calc,add101,0,6.0,"6, 6, 6, 6, 8.",True,True,calculation,explicitly identifies error,1,1,1,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,111,gpt-4-0314,sbs,716a9ae0681c,asdiv,calc,add101,0,2.0,2.,True,True,calculation,explicitly identifies error,1,1,1,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,112,gpt-4-0314,sbs,f1f7c22d5252,asdiv,calc,add101,0,7.0,7.,True,True,calculation,explicitly identifies error,1,1,1,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,113,gpt-4-0314,sbs,07a973cafe18,asdiv,calc,add101,0,8.0,8.,True,True,calculation,explicitly identifies error,1,1,1,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,114,gpt-4-0314,sbs,f3a7c5a6870f,asdiv,calc,add101,0,6.0,6.,True,True,calculation,partial hallucination,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,115,gpt-4-0314,sbs,8da5ba82db89,asdiv,calc,add101,0,10.0,10.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,116,gpt-4-0314,sbs,6c2482bde2e2,asdiv,calc,add101,0,24.0,24.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,117,gpt-4-0314,sbs,0d5f82fedf8c,asdiv,calc,add101,0,62.0,62.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,118,gpt-4-0314,sbs,859d6b43bc4e,asdiv,calc,add101,0,23.0,23.,True,True,calculation,partial hallucination,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,119,gpt-4-0314,sbs,88ae46f6c7aa,asdiv,calc,add101,0,30.0,30.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,120,gpt-4-0314,sbs,d7056aa88c48,asdiv,calc,add101,0,24.0,24.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,121,gpt-4-0314,sbs,cc802d601bdc,asdiv,calc,add101,0,25.0,25 miles left until he reaches Grandma's house.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,122,gpt-4-0314,sbs,c7654eae80bf,asdiv,calc,add101,0,14.0,14.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,123,gpt-4-0314,sbs,0d403c9727e4,asdiv,calc,add101,0,19.0,19.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,124,gpt-4-0314,sbs,1bfa5c38f94e,asdiv,calc,add101,0,62.0,62 push-ups.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,125,gpt-4-0314,sbs,aeaf81e0afb8,asdiv,calc,add101,0,71.0,71 boxes of cookies.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,126,gpt-4-0314,sbs,1f892b24d5d3,asdiv,calc,add101,0,93.0,93 CDs.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,127,gpt-4-0314,sbs,5f1cbb3f83f3,asdiv,calc,add101,0,58.0,58.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,128,gpt-4-0314,sbs,3406ae873058,asdiv,calc,add101,0,26.0,26.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,129,gpt-4-0314,sbs,65ab2431f5ea,asdiv,calc,add101,0,19.0,19.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,130,gpt-4-0314,sbs,728d0f1539a6,asdiv,calc,add101,0,75.0,75.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,131,gpt-4-0314,sbs,6a29b96d1bb0,asdiv,calc,add101,0,67.0,67.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,132,gpt-4-0314,sbs,4cb7c9009fa8,asdiv,calc,add101,0,17.0,17.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,133,gpt-4-0314,sbs,5bfbec272e46,asdiv,calc,add101,0,36.0,36 people.,True,True,calculation,states correct value,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,134,gpt-4-0314,sbs,bb9cb46bb43f,asdiv,calc,add101,0,92.0,92 miles.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,135,gpt-4-0314,sbs,0fa1e4d25987,asdiv,calc,add101,0,30.0,30.,True,True,calculation,directly redoes calculation,1,1,0,0
ASDiv_adjusted_position-calc_perturbation-add101_annotated.csv,136,gpt-4-0314,sbs,ceeb88ed6868,asdiv,calc,add101,0,14.0,14.,True,True,calculation,directly redoes calculation,1,1,0,0
